date,amount,description,transaction_type,source
2025-06-10,-74.57,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-06-09,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ
2025-06-09,-6.49,AMAZON MARKETPLACE AU     SYDNEY SOUTH,expense,ANZ
2025-06-09,-98.0,SPECSAVERS                SYDNEY,expense,ANZ
2025-06-06,-287.0,THE RUNNING CENTRE        WEST PERTH,expense,ANZ
2025-06-06,-90.0,CITY OF VINCENT           LEEDERVILLE,expense,ANZ
2025-06-05,-58.89,SQ *POPO LEE              1800595310,expense,ANZ
2025-06-04,-66.88,REDDY EXPRESS 6913        PERTH WEST,expense,ANZ
2025-06-04,-74.99,IINET LTD N               SYDNEY,expense,ANZ
2025-06-04,-71.9,QINWEIWEI LANZHOU NOODLE  PERTH,expense,ANZ
2025-05-30,-68.32,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-05-30,-13.99,SPOTIFY                   SYDNEY,expense,ANZ
2025-05-29,-50.4,DUONG HOLDINGS PTY LTD    NORTHBRIDGE,expense,ANZ
2025-05-28,-285.0,SP NEEDESSENTIALS         TORQUAY,expense,ANZ
2025-05-28,-5.7,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2025-05-28,-14.33,STEAM PURCHASE            SEATTLE,expense,ANZ
2025-05-28,-61.72,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-05-28,-6.04,THE SUNMOS TRUST          NORTHBRIDGE,expense,ANZ
2025-05-28,-5.5,THE NIGHT SAVIOR PTY      PERTH,expense,ANZ
2025-05-27,-20.89,SQ *SIPRA KEBAB AND GRILL WEST PERTH,expense,ANZ
2025-05-27,-262.79,GIBNEY COTTESLOE          COTTESLOE,expense,ANZ
2025-05-26,-19.08,SHANGHAI STREET NORTHBRID NORTHBRIDGE,expense,ANZ
2025-05-26,-10.25,PERTH AIRPORT PTY LTD     PERTH AIRPORT,expense,ANZ
2025-05-26,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ
2025-05-26,-62.0,SQ *GANGNAM AT YAGAN SQUA PERTH,expense,ANZ
2025-05-26,-15.34,BOBABOBA NORTHBRIDGE      NORTHBRIDGE,expense,ANZ
2025-05-26,-5.05,CPP ROE STREET            NORTHBRIDGE,expense,ANZ
2025-05-23,-22.55,MCDONALDS DT 1488         KARAWARA,expense,ANZ
2025-05-23,-1.49,APPLE.COM/BILL            SYDNEY,expense,ANZ
2025-05-22,-34.0,LET'S EAT                 WEST PERTH,expense,ANZ
2025-05-22,-25.28,NORTH BIRD WINE           NORTHBRIDGE,expense,ANZ
2025-05-21,-44.66,HAKATA GENSUKE (WA) PT    EAST VICTORIA,expense,ANZ
2025-05-20,-49.02,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-05-19,-64.1,OTR COMO                  COMO,expense,ANZ
2025-05-19,-49.64,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-05-19,-20.71,SUBI FISH N CHIPS         SUBIACO,expense,ANZ
2025-05-16,-66.92,TS/AYAM PENYET RIA - V    VICTORIA,expense,ANZ
2025-05-16,-45.0,THE EXECUTIVES            WEST PERTH,expense,ANZ
2025-05-14,-21.76,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-05-13,-16.5,SQ *SIPRA KEBAB AND GRILL WEST PERTH,expense,ANZ
2025-05-12,2465.0,PAYMENT - THANKYOU,income,ANZ
2025-05-12,-7.73,SMP*PRESOTEA JAMES ST6B   NORTHBRIDGE,expense,ANZ
2025-05-12,-20.1,BANGKOK BROTHERS          NORTHBRIDGE,expense,ANZ
2025-05-12,-6.6,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2025-05-12,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ
2025-05-12,-70.54,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-05-12,-30.16,VO TRAN TRADINGS PTY L    MORLEY,expense,ANZ
2025-05-09,-60.7,APRBS VICTORIA PARK PT    VICTORIA PARK,expense,ANZ
2025-05-08,-69.21,REDDY EXPRESS 6913        PERTH WEST,expense,ANZ
2025-05-08,-9.7,SUSHI HUB WILLIAM ST      PERTH,expense,ANZ
2025-05-08,-198.0,RB CLIMBING THREE PTY LTD WILLETTON,expense,ANZ
2025-05-08,-3.5,RB CLIMBING THREE PTY LTD WILLETTON,expense,ANZ
2025-05-07,-6.6,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2025-05-06,-13.42,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-05-06,-36.37,WEI'S DUMPLING HUT        SUBIACO,expense,ANZ
2025-05-05,-37.76,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-05-05,-74.99,IINET LTD N               SYDNEY,expense,ANZ
2025-05-05,-16.5,SQ *SIPRA KEBAB AND GRILL 1800595310,expense,ANZ
2025-05-05,-19.0,DOMINOS ESTORE WEST PERTH DOMINOS.COM.A,expense,ANZ
2025-05-02,-7.0,SQ *CHARLIE BOY COFFEE    NORTHBRIDGE,expense,ANZ
2025-05-02,-39.12,STEAM PURCHASE            SEATTLE,expense,ANZ
2025-05-01,-24.98,IVF PHARMACY SERVICE      WEST PERTH,expense,ANZ
2025-05-01,-17.85,MCDONALDS JOLIMONT        JOLIMONT,expense,ANZ
2025-04-30,-23.12,BLIZZARD ENTERTAINMENT    949-9551380,expense,ANZ
2025-04-30,-6.6,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2025-04-30,-10.04,U & I CAFE                NORTHBRIDGE,expense,ANZ
2025-04-30,-13.99,SPOTIFY                   SYDNEY,expense,ANZ
2025-04-29,-12.95,STEAM PURCHASE            SEATTLE,expense,ANZ
2025-04-29,-486.8,DEPARTMENT OF TRANSPOR    PERTH,expense,ANZ
2025-04-28,-231.22,PIN* SOPYC                APPLECROSS,expense,ANZ
2025-04-28,-170.0,PERTHRUNNINGFESTIVAL      WEST PERTH,expense,ANZ
2025-04-28,-49.36,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-04-28,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ
2025-04-24,-18.5,TIEN TIEN YOGURT PL       EAST VICTORIA,expense,ANZ
2025-04-23,-1.49,APPLE.COM/BILL            SYDNEY,expense,ANZ
2025-04-23,-50.63,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-04-22,-83.67,TS/AYAM PENYET RIA - V    VICTORIA,expense,ANZ
2025-04-22,-67.73,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-04-22,-17.65,MCDONALDS JOLIMONT        JOLIMONT,expense,ANZ
2025-04-22,-4.0,COCACOLAEPP               NORTHBRIDGE,expense,ANZ
2025-04-17,-21.72,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-04-16,-44.64,GOLDEN CHOICE SUBIAC      SUBIACO,expense,ANZ
2025-04-16,-2.0,WILSON PARKING AUSTRALIA  PERTH,expense,ANZ
2025-04-16,-55.67,AMPOL SUBIACO             SUBIACO,expense,ANZ
2025-04-15,-101.99,SP PRECISION FUEL HYDR    ARUNDEL,expense,ANZ
2025-04-15,-35.64,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-04-14,-14.64,LS NORTH STREET STORE     COTTESLOE,expense,ANZ
2025-04-14,-20.5,SQ *SIPRA KEBAB AND GRILL 1800595310,expense,ANZ
2025-04-14,-54.86,HBF HEALTH LIMITED        PERTH,expense,ANZ
2025-04-14,-92.0,HBF RUN FOR A REASON      PERTH,expense,ANZ
2025-04-14,-41.1,THEMELBOURNEHOTEL-F&B     PERTH,expense,ANZ
2025-04-11,5620.0,PAYMENT - THANKYOU,income,ANZ
2025-04-11,-38.59,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-04-10,-55.0,REWARD PROGRAM FEE,expense,ANZ
2025-04-10,-320.0,ANNUAL FEE,expense,ANZ
2025-04-10,-19.2,DOMINOS ESTORE WEST PERTH DOMINOS.COM.A,expense,ANZ
2025-04-08,-47.0,HANOZE PARK PTY LTD       PERTH,expense,ANZ
2025-04-07,-4.83,EASYPARK                  PRAHRAN,expense,ANZ
2025-04-07,-62.59,WEI'S DUMPLING HUT        SUBIACO,expense,ANZ
2025-04-07,-60.4,HOYTS                     SYDNEY,expense,ANZ
2025-04-07,-17.24,DUONG HOLDINGS PTY LTD    NORTHBRIDGE,expense,ANZ
2025-04-07,-65.42,ZLR*AN COM                MT LAWLE,expense,ANZ
2025-04-04,-6.1,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2025-04-03,-74.99,IINET LTD N               SYDNEY,expense,ANZ
2025-04-02,-36.6,NOODLE INN                WEST PERTH,expense,ANZ
2025-04-01,-16.5,SQ *SIPRA KEBAB AND GRILL 1800595310,expense,ANZ
2025-04-01,-7.35,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-04-01,-7.73,SMP*PRESOTEA JAMES ST6B   NORTHBRIDGE,expense,ANZ
2025-03-31,-75.11,NXT*HIMALAYAN RESTAURAN   VICTORIA PARK,expense,ANZ
2025-03-31,-53.29,HBF HEALTH LIMITED        PERTH,expense,ANZ
2025-03-31,-23.13,BANGKOK BROTHERS          NORTHBRIDGE,expense,ANZ
2025-03-31,-30.85,BLIZZARD ENTERTAINMENT    949-9551380,expense,ANZ
2025-03-31,-880.73,NRMA INSURANCE            NRMA.COM.AU,expense,ANZ
2025-03-31,-13.99,SPOTIFY                   SYDNEY,expense,ANZ
2025-03-31,-2873.99,STAND UP SURF SHOP PTY    NORTH FREMANT,expense,ANZ
2025-03-28,-35.66,SPUD SHED                 BENTLEY,expense,ANZ
2025-03-28,-8.23,SMP*PRESOTEA JAMES ST6B   NORTHBRIDGE,expense,ANZ
2025-03-26,-27.81,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-03-26,-16.5,MCDONALDS DT 1488         KARAWARA,expense,ANZ
2025-03-26,-64.77,OTR COMO                  COMO,expense,ANZ
2025-03-25,-86.71,ZLR*AN COM                MT LAWLE,expense,ANZ
2025-03-24,-77.2,BLIZZARD ENTERTAINMENT    949-9551380,expense,ANZ
2025-03-24,-123.55,BLIZZARD ENTERTAINMENT    949-9551380,expense,ANZ
2025-03-24,-1.49,APPLE.COM/BILL            SYDNEY,expense,ANZ
2025-03-24,-18.0,SQ *MIMOCHI VICTORIA PARK VICTORIA PARK,expense,ANZ
2025-03-24,-8.23,SMP*PRESOTEA JAMES ST6B   NORTHBRIDGE,expense,ANZ
2025-03-21,-2.55,TOYBOX INTERNATIONAL      OSBORNE PARK,expense,ANZ
2025-03-21,-6.3,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2025-03-21,-2.0,GUILD OF UNDERGRADUATE    CRAWLEY,expense,ANZ
2025-03-21,-31.88,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-03-17,-39.62,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-03-17,-53.29,HBF HEALTH LIMITED        PERTH,expense,ANZ
2025-03-17,-46.43,WEI'S DUMPLING HUT        SUBIACO,expense,ANZ
2025-03-17,-19.23,CHENLY PTY LTD            EAST VICTORIA,expense,ANZ
2025-03-17,-6.3,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2025-03-13,780.0,PAYMENT - THANKYOU,income,ANZ
2025-03-13,-16.5,SQ *SIPRA KEBAB AND GRILL WEST PERTH,expense,ANZ
2025-03-13,-6.3,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2025-03-13,-38.93,UNITED PERTH AIRPORT      PERTH AIRPORT,expense,ANZ
2025-03-12,-16.3,MCDONALDS ASCOT WATER     BELMONT,expense,ANZ
2025-03-12,-61.41,MONSTERA THAI KITCHE      CLOVERDALE,expense,ANZ
2025-03-12,-38.4,READING CINEMAS           SOUTH MELBOUR,expense,ANZ
2025-03-12,-18.27,LOUDER LOUDER             NORTHBRIDGE,expense,ANZ
2025-03-11,-7.22,SMP*PRESOTEA JAMES ST6B   NORTHBRIDGE,expense,ANZ
2025-03-10,-14.7,SHARETEA PERTH CBD        PERTH,expense,ANZ
2025-03-10,-54.06,RIOT*                     DUBLIN,expense,ANZ
2025-03-10,-27.32,VARSITY NORTHBRIDGE       NORTHBRIDGE,expense,ANZ
2025-03-06,-36.43,THE TRUSTEE FOR QINWE     EAST VICTORIA,expense,ANZ
2025-03-06,-74.99,IINET LTD N               SYDNEY,expense,ANZ
2025-03-06,-71.04,AMPOL SUBIACO             SUBIACO,expense,ANZ
2025-03-05,-74.7,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-03-03,-60.7,UME GLOBAL PTY LTD        WEST PERTH,expense,ANZ
2025-03-03,-60.44,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-03-03,-53.29,HBF HEALTH LIMITED        PERTH,expense,ANZ
2025-03-03,-7.22,SMP*PRESOTEA JAMES ST6B   NORTHBRIDGE,expense,ANZ
2025-03-03,-13.99,SPOTIFY                   SYDNEY,expense,ANZ
2025-03-03,-40.0,MARCOS PIZZA              JOONDANNA,expense,ANZ
2025-03-03,-15.37,LOCAL FRESH GOURMET       CANNINGTON,expense,ANZ
2025-03-03,-25.57,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-02-28,-43.17,DIDIMOBILITY              SYDNEY,expense,ANZ
2025-02-27,-17.6,SINGAPORE FOOD STREET     SINGAPORE  14.50  SGD 0.51 AUD,expense,ANZ
2025-02-24,-1.49,APPLE.COM/BILL            SYDNEY,expense,ANZ
2025-02-17,-53.29,HBF HEALTH LIMITED        PERTH,expense,ANZ
2025-02-11,1250.0,PAYMENT - THANKYOU,income,ANZ
2025-02-11,-26.03,SQ*NAGANODONABERAMENTAKES TOKYO  2 400  JPY 0.76 AUD,expense,ANZ
2025-02-07,-15.5,HUNGRY JACKS              PERTH,expense,ANZ
2025-02-07,-34.2,OKAY VIETNAMESE REST      NORTHBRIDGE,expense,ANZ
2025-02-06,-45.25,BLUE SHARK                SUBIACO,expense,ANZ
2025-02-05,-39.86,AIRALO                    SINGAPORE,expense,ANZ
2025-02-05,-45.0,EDWARDOROKEBYFLORIST      SUBIACO,expense,ANZ
2025-02-05,-84.24,LOUDER LOUDER             NORTHBRIDGE,expense,ANZ
2025-02-04,-16.5,SQ *SIPRA KEBAB AND GRILL 1800595310,expense,ANZ
2025-02-04,-7.34,EASYPARK                  PRAHRAN,expense,ANZ
2025-02-04,-12.6,SMP*PRESOTEA JAMES ST6B   NORTHBRIDGE,expense,ANZ
2025-02-03,-53.29,HBF HEALTH LIMITED        PERTH,expense,ANZ
2025-02-03,-74.99,IINET LTD N               SYDNEY,expense,ANZ
2025-02-03,-17.78,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-02-03,-59.0,AMPOL SUBIACO             SUBIACO,expense,ANZ
2025-02-03,-60.57,DELISIO                   SUBIACO,expense,ANZ
2025-02-03,-47.47,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-01-31,-57.4,NENE CHICKEN NORTHBR      NORTHBRIDGE,expense,ANZ
2025-01-31,-32.54,SPUD SHED                 BENTLEY,expense,ANZ
2025-01-30,-13.99,SPOTIFY                   SYDNEY,expense,ANZ
2025-01-28,-65.66,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-01-28,-250.45,DEPARTMENT OF TRANSPOR    PERTH,expense,ANZ
2025-01-28,-34.2,OKAY VIETNAMESE REST      NORTHBRIDGE,expense,ANZ
2025-01-28,-13.42,SMP*PRESOTEA JAMES ST6B   NORTHBRIDGE,expense,ANZ
2025-01-24,1250.0,PAYMENT - THANKYOU,income,ANZ
2025-01-24,-12.18,HISS & SMOKE              PERTH,expense,ANZ
2025-01-24,-47.09,COLES EXPRESS 6909        E VICTORIA PK,expense,ANZ
2025-01-23,-6.71,SMP*PRESOTEA JAMES ST6B   NORTHBRIDGE,expense,ANZ
2025-01-23,-27.71,SPUD SHED                 BENTLEY,expense,ANZ
2025-01-22,2500.0,PAYMENT - THANKYOU,income,ANZ
2025-01-22,-1.49,APPLE.COM/BILL            SYDNEY,expense,ANZ
2025-01-22,-16.8,BENTLEY                   BENTLEY,expense,ANZ
2025-01-21,-45.42,WEI'S DUMPLING HUT        SUBIACO,expense,ANZ
2025-01-21,-5.08,WEI'S DUMPLING HUT        SUBIACO,expense,ANZ
2025-01-20,-53.29,HBF HEALTH LIMITED        PERTH,expense,ANZ
2025-01-07,-409.0,APPLE ONLINE AU           SYDNEY,expense,ANZ
2025-01-06,4500.0,PAYMENT - THANKYOU,income,ANZ
2025-01-06,-4613.45,HT CLINIC                 BANGKOK  95200.00  THB 134.37 AUD,expense,ANZ
2025-01-06,-42.1,UBER *TRIP HELP.UBER.COM  SYDNEY,expense,ANZ
2025-01-06,-53.29,HBF HEALTH LIMITED        PERTH,expense,ANZ
2025-01-06,-1770.45,JASMINE GRANDE RESIDENCE  BANGKOK  36228.17  THB 51.57 AUD,expense,ANZ
2025-01-06,-60.08,WWW.CHERRY* CHERRY AND    WEST PERTH,expense,ANZ
2025-01-06,-1.04,EASYPARK                  PRAHRAN,expense,ANZ
2025-01-06,-7.45,SOUTH PERTH 7 DAY CH      SOUTH PERTH,expense,ANZ
2025-01-06,-36.32,THE TRUSTEE FOR QINWE     EAST VICTORIA,expense,ANZ
2025-01-06,-74.99,IINET LTD N               SYDNEY,expense,ANZ
2025-01-03,-28.84,AIRALO                    SINGAPORE,expense,ANZ
2025-01-03,-50.5,OTR COMO                  COMO,expense,ANZ
2025-01-03,-6.57,HYPERTEA PTY LTD          PERTH,expense,ANZ
2025-01-02,-20.5,SUBI FISH N CHIPS         SUBIACO,expense,ANZ
2025-01-02,-27.48,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2025-01-02,-40.78,CHENLY PTY LTD            EAST VICTORIA,expense,ANZ
2025-01-02,-5.68,TEAMORROW                 EAST VICTORIA,expense,ANZ
2024-12-31,-12.0,AMPOL BENTLEY             BENTLEY,expense,ANZ
2024-12-31,-214.26,STEAM PURCHASE            SEATTLE,expense,ANZ
2024-12-30,-28.0,LS FOUND. SUBIACO         SUBIACO,expense,ANZ
2024-12-30,-13.99,SPOTIFY                   SYDNEY,expense,ANZ
2024-12-30,-31.85,POST WEST PERTH POST S    WEST PERTH,expense,ANZ
2024-12-30,-12.0,BOSU SUSHII SUBIACO       SUBIACO,expense,ANZ
2024-12-30,-60.54,COLES EXPRESS 6913        WEST PERTH,expense,ANZ
2024-12-30,-40.3,COLES 0270                SUBIACO,expense,ANZ
2024-12-30,-10.0,LS FOUND. SUBIACO         SUBIACO,expense,ANZ
2024-12-30,-2228.0,APPLE.COM/AU              SYDNEY,expense,ANZ
2024-12-27,3000.0,PAYMENT - THANKYOU,income,ANZ
2024-12-27,-104.4,KMART 1386                PERTH,expense,ANZ
2024-12-27,-13.16,T4 MYAREE                 MYAREE,expense,ANZ
2024-12-27,-19.9,UNIQLO PERTH              PERTH,expense,ANZ
2024-12-27,-68.41,SQ *UNCLE BILLY'S CHINESE NORTHBRIDGE,expense,ANZ
2024-12-27,-18.45,KFC AU PINJARRA NORTH     PINJARRA NORT,expense,ANZ
2024-12-27,-60.68,COLES EXPRESS 2012        DUNSBOROUGH,expense,ANZ
2024-12-24,-22.29,BAILEY BREWING CO. DU     DUNSBOROUGH,expense,ANZ
2024-12-23,-53.29,HBF HEALTH LIMITED        PERTH,expense,ANZ
2024-12-23,-13.22,MCD FWY SOUTH             BALDIVIS,expense,ANZ
2024-12-23,-45.14,BP BALDIVIS SB 7374       BALDIVIS,expense,ANZ
2024-12-23,-7.36,T4 NORTHBRIDGE            PERTH,expense,ANZ
2024-12-23,-19.28,LOUDER LOUDER             NORTHBRIDGE,expense,ANZ
2024-12-20,-9.46,EASYPARK                  PRAHRAN,expense,ANZ
2024-12-19,-235.89,KANPAI (AUS) P/L          VICTORIA PARK,expense,ANZ
2024-12-18,-10.2,PERTH AIRPORT PTY LTD     PERTH AIRPORT,expense,ANZ
2024-12-17,-14.87,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2024-12-17,-60.61,UNITED PERTH AIRPORT      PERTH AIRPORT,expense,ANZ
2024-12-16,-74.94,DELISIO                   SUBIACO,expense,ANZ
2024-12-16,-16.81,SQ *SIPRA KEBAB AND GRILL WEST PERTH,expense,ANZ
2024-12-16,-18.1,WWW.SHANGH* SHANGHAI S    NORTHBRIDGE,expense,ANZ
2024-12-16,-56.0,SQ *ALFRED'S PIZZERIA. SM PERTH,expense,ANZ
2024-12-16,-20.0,MURRAY MEWS               PERTH,expense,ANZ
2024-12-16,-12.0,MURRAY MEWS               PERTH,expense,ANZ
2024-12-16,-10.0,MURRAY MEWS               PERTH,expense,ANZ
2024-12-16,-2.6,EASYPARK                  PRAHRAN,expense,ANZ
2024-12-16,-36.4,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2024-12-16,-21.39,YO CHI VIC PARK           VICTORIA PARK,expense,ANZ
2024-12-13,2030.0,PAYMENT - THANKYOU,income,ANZ
2024-12-13,-43.24,THE TRUSTEE FOR QINWE     EAST VICTORIA,expense,ANZ
2024-12-13,-10.4,EASYPARK                  PRAHRAN,expense,ANZ
2024-12-13,-47.0,HANOZE PARK PTY LTD       PERTH,expense,ANZ
2024-12-12,-47.5,STEAMGAMES.COM 4259522985 912-1844160,expense,ANZ
2024-12-12,-27.32,VARSITY NORTHBRIDGE       NORTHBRIDGE,expense,ANZ
2024-12-11,-15.9,GUZMAN Y GOMEZ            SURRY HILLS,expense,ANZ
2024-12-11,-19.5,MCDONALDS VASSE           VASSE,expense,ANZ
2024-12-11,-50.01,BP BALDIVIS SB 7374       BALDIVIS,expense,ANZ
2024-12-10,-58.27,COLES EXPRESS 2724        BUNBURY,expense,ANZ
2024-12-09,-57.13,COLES 0297                DUNSBOROUGH,expense,ANZ
2024-12-09,-53.29,HBF HEALTH LIMITED        PERTH,expense,ANZ
2024-12-09,-16.5,SQ *SIPRA KEBAB AND GRILL 1800595310,expense,ANZ
2024-12-09,-17.85,MCDONALDS DT 0442         SOUTH PERTH,expense,ANZ
2024-12-09,-59.54,WEI'S DUMPLING HUT        SUBIACO,expense,ANZ
2024-12-09,-12.33,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2024-12-06,-50.55,COLES EXPRESS 6913        WEST PERTH,expense,ANZ
2024-12-05,-6.6,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2024-12-05,-24.26,NORTH BIRD WINE           NORTHBRIDGE,expense,ANZ
2024-12-04,-74.99,IINET LTD N               SYDNEY,expense,ANZ
2024-12-04,-44.88,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2024-12-02,-43.4,WOOLWORTHS/CAROUSEL S/C 1 CANNINGTON,expense,ANZ
2024-12-02,-45.0,THE EXECUTIVES            WEST PERTH,expense,ANZ
2024-12-02,-13.99,SPOTIFY                   SYDNEY,expense,ANZ
2024-11-29,-16.5,SQ *SIPRA KEBAB AND GRILL 1800595310,expense,ANZ
2024-11-29,-6.6,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2024-11-27,-76.7,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2024-11-27,-61.41,MONSTERA THAI KITCHE      CLOVERDALE,expense,ANZ
2024-11-27,-42.4,READING CINEMAS           SOUTH MELBOUR,expense,ANZ
2024-11-25,-252.0,ADIDAS AUSTRALIA          MULGRAVE,expense,ANZ
2024-11-25,-53.29,HBF HEALTH LIMITED        PERTH,expense,ANZ
2024-11-25,-18.1,WWW.SHANGH* SHANGHAI S    NORTHBRIDGE,expense,ANZ
2024-11-25,-16.5,SQ *SIPRA KEBAB AND GRILL 1800595310,expense,ANZ
2024-11-25,-7.98,PRESOTEA NORTH BRIDGE     PERTH,expense,ANZ
2024-11-25,-69.93,UME GLOBAL PTY LTD        WEST PERTH,expense,ANZ
2024-11-25,-81.77,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2024-11-25,-5.1,COCACOLAEPP               SOUTH PERTH,expense,ANZ
2024-11-25,-6.55,T4 NORTHBRIDGE            PERTH,expense,ANZ
2024-11-21,-10.8,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2024-11-21,-35.94,JUICY BAOBAO              PERTH,expense,ANZ
2024-11-21,-16.25,MCDONALDS JOLIMONT        JOLIMONT,expense,ANZ
2024-11-20,-71.53,COLES EXPRESS 6913        WEST PERTH,expense,ANZ
2024-11-20,-15.9,GUZMAN Y GOMEZ            SURRY HILLS,expense,ANZ
2024-11-19,-16.5,SQ *SIPRA KEBAB AND GRILL 1800595310,expense,ANZ
2024-11-19,-19.08,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2024-11-18,-74.67,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2024-11-18,-6.6,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2024-11-18,-14.8,GUZMAN Y GOMEZ            SURRY HILLS,expense,ANZ
2024-11-18,-28.72,THE SUNMOS TRUST          NORTHBRIDGE,expense,ANZ
2024-11-15,-6.6,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2024-11-15,-32.31,WEI'S DUMPLING HUT        SUBIACO,expense,ANZ
2024-11-14,-6.3,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2024-11-13,-31.75,MCDONALDS JOLIMONT        JOLIMONT,expense,ANZ
2024-11-12,-20.5,SUBI FISH N CHIPS         SUBIACO,expense,ANZ
2024-11-12,-40.25,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2024-11-11,2250.0,PAYMENT - THANKYOU,income,ANZ
2024-11-11,-35.54,DD *DOORDASH CHICKENRI    MELBOURNE,expense,ANZ
2024-11-11,-53.29,HBF HEALTH LIMITED        PERTH,expense,ANZ
2024-11-11,-160.35,ADIDAS AUSTRALIA          MULGRAVE,expense,ANZ
2024-11-11,-48.31,FARMER JACKS SUBIACO      SUBIACO,expense,ANZ
2024-11-08,-12.2,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2024-11-07,-16.5,SQ *SIPRA KEBAB AND GRILL 1800595310,expense,ANZ
2024-11-06,-12.18,SQ *ULTIMATE FRIED CHICKE PERTH,expense,ANZ
2024-11-06,-44.4,WEI'S DUMPLING HUT        SUBIACO,expense,ANZ
2024-11-04,-74.99,IINET LTD N               SYDNEY,expense,ANZ
2024-11-04,-252.0,ADIDAS AU PTY LTD         MULGRAVE,expense,ANZ
2024-11-04,-35.7,MCDONALDS ASCOT WATER     BELMONT,expense,ANZ
2024-11-04,-39.02,UNITED PERTH AIRPORT      PERTH AIRPORT,expense,ANZ
2024-11-01,-6.3,SQ *GIANT COFFEE          NORTHBRIDGE,expense,ANZ
2024-11-01,-99.99,GOOGLE STRAVA RUN BIK     PYRMONT,expense,ANZ
2024-11-01,-14.8,GUZMAN Y GOMEZ            SURRY HILLS,expense,ANZ
